,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,ExterQual_Ex,ExterQual_TA,BsmtQual_Ex,BsmtFinType1_GLQ,KitchenQual_Ex,KitchenQual_TA,FireplaceQu_nan,GarageFinish_Fin,GarageFinish_Unf
716,8,1985,1985,0.0,1148,1742,1742,1742,2,5,1,1985.0,2,564,0,0,0,1,0,0,0,0,0
717,6,2004,2004,169.0,662,848,848,848,1,3,0,2004.0,2,420,0,0,0,1,0,0,1,0,0
718,4,1970,1970,0.0,191,864,864,864,1,5,0,1994.0,2,463,0,1,0,0,0,1,1,0,1
719,4,1954,1972,0.0,0,941,997,1470,2,7,0,1958.0,1,548,0,1,0,0,0,1,1,0,1
720,9,2007,2008,340.0,1234,1698,1698,1698,2,8,1,2007.0,3,768,1,0,1,1,1,0,0,1,0
721,4,1970,1970,0.0,375,864,864,864,1,5,0,1989.0,2,660,0,1,0,0,0,0,1,0,1
722,6,1988,2007,260.0,808,880,1680,1680,2,5,1,1988.0,2,540,0,0,0,1,0,0,0,1,0
723,7,2007,2007,82.0,724,1232,1232,1232,2,6,0,2007.0,2,632,0,0,0,1,0,0,1,0,0
724,5,1958,1958,95.0,0,1584,1776,1776,2,9,0,1968.0,3,888,0,1,0,0,0,1,1,0,1
725,4,1925,1950,0.0,152,780,848,1208,1,5,0,1962.0,2,539,0,1,0,0,0,1,1,0,1
726,8,1995,1996,0.0,1180,1595,1616,1616,2,5,1,1995.0,2,608,0,0,0,1,0,0,0,0,0
727,7,2003,2003,442.0,786,868,1146,1146,2,6,1,2003.0,2,438,0,0,1,1,0,0,0,1,0
728,7,1998,1999,202.0,252,1153,1153,2031,2,8,1,1998.0,2,541,0,0,0,0,0,0,0,1,0
729,5,1961,1983,0.0,594,864,1144,1144,1,6,1,1961.0,1,264,0,1,0,0,0,1,0,0,0
730,5,1968,1968,0.0,0,948,948,948,1,6,0,1968.0,1,300,0,1,0,0,0,1,1,0,1
731,7,1914,1970,0.0,390,880,880,1768,1,6,2,1914.0,2,320,0,1,0,0,0,1,0,0,1
732,3,1950,1950,0.0,0,0,1040,1040,2,6,0,1949.0,2,400,0,1,0,0,0,1,1,0,1
733,8,2005,2005,0.0,0,893,901,1801,2,8,1,2005.0,3,800,0,0,0,0,0,0,0,1,0
734,5,1987,1988,0.0,1200,1200,1200,1200,3,5,0,1978.5061638868744,0,0,0,1,0,1,0,1,1,0,0
735,7,2004,2004,0.0,0,864,864,1728,2,7,0,2004.0,2,572,0,0,0,0,0,0,1,0,0
736,5,1910,2002,0.0,0,264,768,1432,2,7,0,1910.0,2,360,0,1,0,0,0,1,1,0,1
737,6,1961,1996,0.0,832,912,912,912,1,5,0,1962.0,1,288,0,1,0,1,0,0,1,0,1
738,7,2000,2001,108.0,0,1349,1349,1349,2,6,0,2000.0,2,539,0,1,0,0,0,1,1,0,1
739,5,1963,1999,0.0,444,520,1464,1464,2,6,1,1997.0,2,480,0,1,0,0,0,1,0,0,0
740,8,1993,1993,0.0,733,1337,1337,1337,2,5,1,1993.0,2,462,0,0,0,1,0,0,0,0,0
741,8,1976,1996,289.0,575,1142,1175,2715,3,11,2,1994.0,2,831,1,0,0,1,0,0,0,1,0
742,7,2000,2000,0.0,300,952,980,2256,2,8,1,2000.0,2,554,0,0,0,1,0,0,0,1,0
743,7,1880,2003,0.0,0,1240,1320,2640,1,8,1,1950.0,4,864,0,0,0,0,0,0,0,0,1
744,7,1996,1996,338.0,919,1720,1720,1720,2,7,1,1996.0,2,527,0,0,0,1,0,0,0,1,0
745,4,1945,1950,0.0,0,0,1088,1529,2,9,0,1945.0,1,240,0,1,0,0,0,1,1,0,1
746,4,1910,2004,0.0,0,576,792,1140,1,7,0,1978.5061638868744,0,0,0,1,0,0,0,1,1,0,0
747,7,2003,2003,0.0,0,660,660,1320,2,6,0,2003.0,2,400,0,0,0,0,0,0,1,1,0
748,6,1997,1997,0.0,1200,1479,1494,1494,2,6,0,1997.0,2,576,0,1,0,1,0,0,1,0,0
749,8,2005,2005,178.0,0,1030,1038,2098,2,8,1,2005.0,3,878,0,0,0,0,1,0,0,0,0
750,6,1969,2005,0.0,439,1026,1026,1026,1,5,0,1969.0,2,440,0,1,0,1,0,0,1,0,0
751,6,1999,1999,894.0,381,729,742,1471,2,6,0,1999.0,2,440,0,1,0,1,0,1,1,0,1
752,8,2007,2007,0.0,20,866,866,1768,2,7,0,2007.0,2,578,0,0,0,1,0,0,1,0,0
753,6,1978,1978,328.0,438,672,672,1386,2,6,1,1978.0,2,440,0,1,0,0,0,1,0,1,0
754,7,1999,1999,360.0,549,744,757,1501,2,6,0,1999.0,2,440,0,1,0,0,0,1,1,0,1
755,8,1995,1995,513.0,56,1318,1328,2531,2,9,1,1995.0,3,752,0,0,0,0,0,0,0,0,0
756,6,1959,1959,0.0,612,864,864,864,1,5,0,2008.0,1,300,0,1,0,0,0,1,1,0,1
757,5,1924,1950,0.0,405,1145,1301,1301,1,5,0,1965.0,2,440,0,1,0,0,0,0,1,0,1
758,7,2009,2009,0.0,24,756,764,1547,2,7,0,2009.0,2,614,0,1,0,1,0,0,1,0,1
759,8,1999,1999,673.0,1163,1252,1268,2365,2,8,1,1999.0,3,856,0,0,0,1,0,0,0,0,0
760,8,1995,1996,0.0,437,1494,1494,1494,1,6,1,1995.0,2,481,0,0,0,0,1,0,0,1,0
761,9,2008,2008,284.0,0,1498,1506,1506,2,6,1,2008.0,2,592,0,0,0,0,1,0,0,1,0
762,7,1988,1988,42.0,394,980,980,1714,2,7,1,1988.0,2,496,0,1,0,1,0,1,0,0,1
763,6,1940,1985,0.0,660,983,983,1750,2,7,0,1989.0,1,423,0,1,0,0,0,1,1,0,1
764,7,2004,2005,0.0,24,1860,1836,1836,2,8,1,2004.0,2,484,0,0,0,1,0,0,0,1,0
765,8,2003,2003,603.0,1416,1650,1690,3279,3,12,1,2003.0,3,841,1,0,0,0,1,0,0,1,0
766,5,1982,1982,0.0,685,858,858,858,1,5,0,1983.0,2,576,0,1,0,1,0,1,1,0,1
767,4,1951,1951,0.0,836,836,1220,1220,1,6,0,1951.0,2,396,0,1,0,0,0,1,1,0,1
768,6,1976,1976,0.0,422,1029,1117,1117,1,6,1,1976.0,2,672,0,1,0,0,0,1,0,0,1
769,5,1958,1958,1.0,456,912,912,912,1,5,0,1958.0,1,275,0,1,0,0,0,1,1,0,0
770,8,2006,2006,375.0,0,1935,1973,1973,2,9,1,2006.0,3,895,0,0,0,0,0,0,0,1,0
771,6,1998,1998,320.0,866,1204,1204,1204,2,5,0,1998.0,2,412,0,1,1,1,0,1,1,1,0
772,7,2005,2006,240.0,20,1614,1614,1614,2,7,0,2005.0,3,865,0,0,0,1,0,0,1,0,0
773,5,1974,1974,0.0,762,864,894,894,1,5,1,1974.0,2,440,0,1,0,0,0,1,0,0,1
774,5,1977,1977,320.0,0,0,2020,2020,2,10,2,1977.0,2,630,0,1,0,0,0,1,0,0,1
775,6,1977,1977,90.0,975,975,1004,1004,1,4,0,1977.0,2,504,0,1,0,1,0,1,1,0,1
776,7,1995,1996,38.0,0,1237,1253,1253,2,6,1,1995.0,2,402,0,1,0,0,0,1,0,1,0
777,6,1992,1992,0.0,387,761,810,1603,2,7,0,1992.0,2,484,0,0,0,0,0,0,1,0,0
778,7,2001,2002,0.0,0,1413,1430,1430,2,6,0,2001.0,2,605,0,0,0,0,0,0,1,0,0
779,5,1978,1978,104.0,1097,1097,1110,1110,1,4,1,1978.0,2,602,0,1,0,1,0,0,0,1,0
780,6,1914,2001,0.0,0,742,742,1484,2,9,1,1978.5061638868744,0,0,0,1,0,0,0,1,0,0,0
781,6,1967,1967,0.0,251,1372,1342,1342,2,7,1,1967.0,2,457,0,1,0,0,0,1,0,0,1
782,5,1915,1950,0.0,686,686,966,1652,2,7,0,1961.0,1,416,0,1,0,0,0,1,1,0,1
783,7,2004,2004,0.0,656,956,956,2084,2,8,0,2004.0,2,618,0,0,0,1,0,0,1,0,0
784,4,1954,2000,0.0,0,901,901,901,1,4,0,1954.0,1,281,0,1,0,0,0,1,1,0,1
785,6,1966,2007,157.0,568,832,976,2087,2,9,0,1966.0,2,444,0,1,0,0,0,0,1,1,0
786,7,2005,2006,11.0,16,1145,1145,1145,2,5,1,2005.0,2,397,0,0,0,1,0,0,0,1,0
787,6,1976,1976,0.0,539,1029,1062,1062,1,5,2,1976.0,2,539,0,1,0,0,0,1,0,0,0
788,7,1996,1997,0.0,862,1117,1127,2013,2,8,1,1997.0,2,455,0,0,0,1,0,1,0,0,1
789,8,2007,2007,140.0,0,1496,1496,1496,2,7,0,2007.0,2,474,0,0,0,0,0,0,1,1,0
790,7,1994,1996,0.0,0,712,1086,1895,2,7,1,1994.0,2,409,0,0,0,0,0,0,0,1,0
791,6,1980,1981,130.0,0,650,888,1564,2,7,1,1980.0,2,476,0,1,0,0,0,1,0,0,1
792,6,1977,1977,148.0,0,660,1285,1285,1,7,1,1977.0,2,528,0,1,0,0,0,1,0,0,0
793,5,1953,1953,0.0,570,773,773,773,1,4,0,1953.0,1,240,0,1,0,0,0,1,1,0,1
794,9,2008,2009,860.0,0,1926,1966,3140,3,11,2,2009.0,3,820,1,0,1,0,1,0,0,1,0
795,5,1937,1950,252.0,569,731,981,1768,1,7,2,1939.0,1,240,0,1,0,0,0,0,0,0,1
796,6,1997,1997,0.0,462,616,616,1688,2,8,0,1997.0,2,603,0,1,0,1,0,0,1,0,0
797,4,1916,1990,0.0,197,1196,1196,1196,1,5,0,1957.0,2,440,0,1,0,0,0,1,1,0,1
798,7,2005,2005,0.0,648,728,728,1456,2,7,1,2005.0,2,410,0,0,0,1,0,0,0,1,0
799,9,2008,2009,424.0,0,1734,1734,2822,3,12,1,2009.0,3,1020,1,0,1,0,1,0,0,0,0
800,5,1954,1954,0.0,812,936,1128,1128,1,5,0,1954.0,1,286,0,1,0,0,0,1,1,0,1
801,7,2008,2008,256.0,0,1417,1428,1428,2,6,0,2008.0,2,554,0,0,0,0,1,0,1,0,0
802,5,1967,1967,0.0,400,980,980,980,2,6,0,1967.0,1,384,0,1,0,0,0,1,1,1,0
803,5,1923,2004,0.0,1309,1324,1072,1576,1,6,1,1923.0,2,528,0,1,0,1,0,0,0,0,0
804,5,1966,1966,1047.0,516,1024,1086,1086,1,6,1,1966.0,2,484,0,1,0,0,0,1,0,0,0
805,5,1898,1965,0.0,0,849,1075,2138,2,11,0,1910.0,2,360,0,1,0,0,0,1,1,0,1
806,6,1974,1999,99.0,663,1040,1309,1309,1,5,1,1974.0,2,484,0,1,0,0,0,0,0,0,0
807,6,2004,2004,169.0,662,848,848,848,1,4,1,2004.0,2,420,0,0,0,1,0,0,0,1,0
808,5,1952,1952,0.0,0,540,1044,1044,1,4,0,1952.0,2,504,0,0,0,0,0,0,1,0,1
809,6,1958,1958,243.0,608,1442,1442,1442,1,7,0,1958.0,1,301,0,1,0,0,0,1,1,0,0
810,5,1918,1950,0.0,0,686,686,1250,1,7,0,1955.0,1,280,0,1,0,0,0,0,1,0,1
811,7,1998,1998,442.0,0,1649,1661,1661,2,6,0,1998.0,2,598,0,1,0,0,0,0,1,0,0
812,5,1954,1954,0.0,486,1008,1008,1008,1,4,1,1954.0,1,275,0,1,0,0,0,1,0,0,0
813,8,2002,2002,148.0,1218,1568,1689,1689,2,7,2,2002.0,3,857,0,0,0,1,0,0,0,0,0
814,6,1971,1971,80.0,504,1010,1052,1052,1,6,0,1971.0,2,440,0,1,0,1,0,1,1,0,1
815,7,2009,2010,128.0,733,1358,1358,1358,2,6,1,2010.0,2,484,0,0,0,1,0,0,0,0,0
816,7,2003,2003,0.0,0,798,798,1640,2,6,0,2003.0,2,595,0,0,0,0,0,0,1,0,0
817,4,1953,1953,0.0,0,936,936,936,1,4,0,1974.0,2,576,0,0,0,0,0,1,1,0,1
818,7,2003,2003,0.0,0,847,847,1733,2,7,1,2003.0,2,433,0,0,0,0,0,0,0,1,0
819,6,1940,1950,0.0,0,778,944,1489,2,7,1,1940.0,1,240,0,1,0,0,0,1,0,0,1
820,8,2006,2006,0.0,0,1489,1489,1489,2,7,1,2006.0,2,776,0,0,0,0,0,0,0,0,0
821,10,2007,2008,816.0,1636,2078,2084,2084,2,7,1,2007.0,3,1220,1,0,1,1,1,0,0,1,0
822,5,1924,1950,0.0,784,784,784,784,1,5,0,1978.5061638868744,0,0,0,1,0,0,0,0,1,0,0
823,7,2001,2001,0.0,20,1454,1434,1434,2,6,1,2001.0,2,527,0,0,0,1,0,0,0,0,0
824,5,1967,1967,0.0,249,1013,1160,2126,2,7,0,1967.0,2,538,0,1,0,0,0,1,1,1,0
825,7,2005,2005,0.0,0,600,520,1223,2,4,0,2005.0,2,480,0,0,0,0,0,0,1,0,0
826,6,1957,1957,387.0,1040,1392,1392,1392,1,6,2,1957.0,2,458,0,1,0,0,0,1,0,0,0
827,7,2005,2005,0.0,0,600,520,1200,2,4,0,2005.0,2,480,0,1,0,0,0,0,1,0,0
828,7,2003,2003,223.0,483,941,941,1829,2,7,1,2003.0,2,613,0,0,0,1,0,0,0,0,0
829,6,1964,1964,180.0,196,1516,1516,1516,1,6,0,1964.0,2,472,0,1,0,0,0,1,1,0,0
830,5,1961,1961,136.0,572,1144,1144,1144,1,6,0,1961.0,2,456,0,1,0,0,0,1,1,0,1
831,4,1950,1995,0.0,442,1067,1067,1067,2,4,0,1996.0,2,436,0,1,0,0,0,0,1,0,1
832,5,1948,1973,0.0,338,1559,1559,1559,1,5,0,1948.0,2,812,0,1,0,0,0,1,1,0,1
833,6,1973,1973,158.0,330,483,483,987,1,5,0,1973.0,1,264,0,1,0,0,0,1,1,0,1
834,5,1995,2006,0.0,0,1099,1099,1099,1,6,0,1999.0,1,352,0,1,0,0,0,0,1,0,1
835,5,1946,1995,0.0,352,768,768,1200,1,6,0,1946.0,1,240,0,1,0,0,0,1,1,0,1
836,6,1925,1950,0.0,156,672,810,1482,2,7,0,1934.0,1,400,0,1,0,0,0,0,1,0,1
837,5,1904,2002,0.0,0,650,958,1539,2,8,1,1983.0,2,686,0,1,0,0,0,0,0,0,1
838,6,1966,1966,183.0,312,1127,1165,1165,1,6,0,1966.0,2,490,0,1,0,0,0,1,1,0,0
839,5,1961,1961,0.0,0,1800,1800,1800,2,10,0,1978.5061638868744,0,0,0,1,0,0,0,1,1,0,0
840,5,1915,1950,0.0,0,876,876,1416,1,7,1,1949.0,3,720,0,1,0,0,0,1,0,0,1
841,5,1975,1981,0.0,1390,1390,1701,1701,2,6,2,1975.0,2,611,0,1,0,0,0,1,0,1,0
842,7,1993,1993,137.0,513,740,1006,1775,2,7,1,1993.0,2,425,0,0,0,0,0,0,0,0,1
843,5,1972,1972,0.0,460,864,864,864,1,5,1,1972.0,1,338,0,1,0,0,0,1,0,0,1
844,6,1908,1997,0.0,0,907,1307,2358,3,10,1,1908.0,2,360,0,1,0,0,0,1,0,0,1
845,6,1976,1994,360.0,0,528,1094,1855,2,7,1,1976.0,2,512,0,0,0,0,0,1,0,0,0
846,6,2003,2003,170.0,659,848,848,848,1,3,0,2003.0,2,420,0,0,0,1,0,0,1,1,0
847,8,2003,2003,40.0,0,1273,1456,1456,2,7,1,2003.0,2,400,0,0,0,0,0,0,0,1,0
848,7,1941,1950,0.0,364,918,918,1646,2,7,2,1941.0,1,240,0,1,0,0,0,1,0,0,1
849,6,1964,1964,115.0,564,1127,1445,1445,1,7,1,1964.0,2,645,0,1,0,0,0,1,0,0,0
850,5,1955,1974,0.0,306,1763,1779,1779,1,6,1,1955.0,2,454,0,1,0,0,0,1,0,0,1
851,5,1962,2010,0.0,659,1040,1040,1040,1,6,0,1962.0,1,260,0,1,0,0,0,1,1,0,1
852,6,1978,1978,0.0,505,940,1026,1026,1,5,0,1981.0,2,576,0,1,0,1,0,1,1,0,1
853,6,1994,1995,0.0,0,702,702,1481,2,6,1,1994.0,2,343,0,1,0,0,0,1,0,1,0
854,7,1976,1976,189.0,0,1090,1370,1370,2,6,1,1976.0,2,479,0,1,0,0,0,1,0,0,0
855,6,1968,1984,220.0,619,1054,1512,2654,2,9,1,1968.0,2,619,0,1,0,0,0,0,0,0,1
856,7,1918,1998,0.0,0,912,912,1426,1,7,1,1925.0,1,216,0,0,0,0,0,0,0,0,1
857,5,1965,1965,0.0,841,1039,1039,1039,1,6,0,1965.0,2,504,0,1,0,0,0,1,1,0,1
858,6,1984,1985,0.0,338,1040,1097,1097,2,6,0,1986.0,2,480,0,1,0,1,0,1,1,0,1
859,5,1959,1959,0.0,1148,1148,1148,1148,1,6,0,1959.0,1,672,0,1,0,0,0,1,1,0,1
860,7,2007,2008,0.0,0,1372,1372,1372,2,6,0,2008.0,2,529,0,0,1,0,0,0,1,1,0
861,5,1970,1970,76.0,828,1002,1002,1002,1,5,0,1973.0,2,902,0,1,0,0,0,1,1,0,1
862,8,2006,2007,274.0,0,1638,1646,1646,2,6,1,2007.0,3,870,0,0,0,0,0,0,0,0,0
863,4,1961,1961,0.0,932,1040,1120,1120,1,5,0,1961.0,2,544,0,1,0,0,0,0,1,0,0
864,5,1948,1950,0.0,0,0,1547,2320,2,7,1,1979.0,2,672,0,1,0,0,0,1,0,0,1
865,7,1993,1994,246.0,750,1050,1062,1949,2,8,1,1993.0,2,574,0,0,0,1,0,0,0,1,0
866,5,1962,1962,0.0,0,894,894,894,1,5,0,1962.0,1,308,0,1,0,0,0,1,1,0,1
867,6,1998,1998,116.0,505,804,804,1682,2,7,0,1998.0,2,523,0,1,0,1,0,0,1,0,0
868,5,1953,1996,0.0,0,105,910,910,1,5,0,1953.0,2,414,0,0,0,0,0,0,1,0,1
869,5,1949,1950,0.0,375,832,1036,1268,1,6,1,1949.0,1,288,0,0,0,0,0,1,0,0,1
870,5,1941,1950,0.0,0,676,676,1131,1,5,0,1941.0,1,200,0,1,0,0,0,1,1,0,1
871,8,2007,2007,0.0,64,1184,1184,2610,2,11,1,2007.0,2,550,0,0,0,1,1,0,0,1,0
872,4,1963,1963,0.0,633,1064,1040,1040,1,5,0,1963.0,2,648,0,1,0,0,0,1,1,0,1
873,9,2004,2005,216.0,1170,1462,1462,2224,2,10,1,2004.0,3,738,0,0,1,1,1,0,0,1,0
874,5,1961,1995,0.0,899,1109,1155,1155,1,6,0,1987.0,2,576,0,1,0,0,0,0,1,0,1
875,5,1978,2005,90.0,646,864,864,864,1,6,0,1978.0,1,336,0,0,0,0,0,1,1,0,1
876,5,2005,2006,0.0,980,1090,1090,1090,1,5,0,2005.0,2,450,0,1,1,0,0,1,1,1,0
877,7,1990,1991,117.0,902,1156,1187,1717,2,7,1,1990.0,2,400,0,0,0,0,0,0,0,0,0
878,6,1992,1993,0.0,0,808,808,1593,2,7,1,1993.0,2,389,0,1,0,0,0,1,0,0,0
879,4,1912,1950,0.0,0,795,954,2230,1,10,0,1997.0,1,440,0,0,0,0,0,1,1,0,1
880,5,1967,1967,60.0,432,892,892,892,1,5,0,1967.0,1,288,0,1,0,0,0,1,1,0,0
881,9,1999,2000,60.0,1238,1698,1709,1709,2,5,1,1999.0,2,506,0,0,1,1,0,0,0,1,0
882,5,1959,2005,122.0,528,1626,1712,1712,2,8,0,2005.0,2,588,0,1,0,0,0,1,1,1,0
883,5,1955,1955,0.0,0,816,872,1393,1,8,0,1955.0,1,300,0,1,0,0,0,1,1,0,1
884,8,1970,1970,0.0,351,2217,2217,2217,2,8,1,1970.0,2,621,0,0,0,0,0,0,0,0,1
885,6,1953,1953,90.0,1024,1505,1505,1505,1,6,1,1953.0,2,505,0,1,0,0,0,1,0,0,0
886,5,1949,2006,0.0,0,672,672,924,1,6,1,2003.0,2,576,0,1,0,0,0,1,0,0,1
887,6,1978,1978,92.0,226,918,918,1683,2,7,1,1978.0,2,440,0,1,0,0,0,1,0,0,0
888,6,1963,2003,0.0,663,1059,1068,1068,1,6,0,1963.0,1,264,0,1,0,1,0,1,1,0,0
889,5,1954,1954,0.0,1064,1383,1383,1383,1,6,1,1954.0,1,354,0,1,0,0,0,1,0,0,1
890,5,1979,1979,0.0,0,0,1535,1535,2,8,0,1979.0,2,400,0,1,0,0,0,1,1,0,1
891,6,1963,1963,415.0,400,780,983,1796,1,8,1,1963.0,2,483,0,1,0,0,0,1,0,0,0
892,4,1936,1950,0.0,285,951,951,951,1,6,0,1936.0,1,327,0,1,0,0,0,1,1,0,1
893,5,1979,1979,0.0,0,0,1120,2240,2,12,0,1979.0,2,528,0,1,0,0,0,1,1,0,1
894,9,2009,2010,760.0,2188,2330,2364,2364,2,11,2,2009.0,3,820,1,0,1,1,1,0,0,1,0
895,5,1961,1994,0.0,465,912,1236,1236,1,6,1,1961.0,1,288,0,1,0,0,0,1,0,0,1
896,4,1971,1971,0.0,322,858,858,858,1,4,0,1979.0,1,684,0,1,0,0,0,1,1,0,1
897,5,1957,2000,0.0,860,992,1306,1306,1,5,0,1968.0,1,756,0,1,0,0,0,1,1,0,1
898,7,2003,2003,0.0,0,783,807,1509,2,8,1,2003.0,2,393,0,0,0,0,0,0,0,1,0
899,7,2006,2006,27.0,0,1670,1670,1670,2,7,1,2006.0,3,690,0,0,0,0,0,0,0,0,0
900,5,1967,1967,75.0,599,876,902,902,1,6,0,1967.0,1,288,0,1,0,1,0,1,1,0,1
901,5,1954,1954,110.0,354,1056,1063,1063,1,6,0,1954.0,1,280,0,1,0,0,0,1,1,0,0
902,8,2006,2006,208.0,63,1623,1636,1636,2,8,1,2006.0,3,865,0,0,0,1,0,0,0,0,0
903,7,1936,1987,0.0,223,1017,1020,2057,1,6,1,1936.0,1,180,0,0,0,0,0,0,0,1,0
904,5,1983,1983,0.0,301,864,902,902,1,5,0,1983.0,2,484,0,1,0,0,0,1,1,0,1
905,6,2005,2005,0.0,0,742,742,1484,2,8,1,2005.0,2,390,0,0,0,0,0,0,0,1,0
906,5,1960,1960,361.0,443,1105,1105,2274,2,12,0,1960.0,2,480,0,1,0,0,0,1,1,0,1
907,5,1977,1989,0.0,196,1268,1268,1268,1,5,0,1978.0,1,252,0,1,0,0,0,0,1,0,1
908,5,1925,1950,0.0,489,768,1015,1015,1,6,0,1925.0,1,450,0,1,0,0,0,1,1,0,1
909,5,1949,1950,0.0,284,1001,1001,2002,2,8,0,1949.0,3,871,0,1,0,0,0,1,1,0,1
910,6,2009,2009,76.0,294,612,612,1224,2,4,0,2009.0,2,528,0,0,0,1,0,0,1,0,0
911,4,1970,1970,80.0,0,546,546,1092,1,6,0,1970.0,1,286,0,1,0,0,0,1,1,0,1
912,2,1949,1950,0.0,50,480,480,480,0,4,0,1958.0,1,308,0,1,0,0,0,1,1,0,1
913,4,1956,1956,0.0,1059,1134,1229,1229,1,6,0,1956.0,1,284,0,1,0,0,0,1,1,0,0
914,7,1991,1991,0.0,48,1104,912,2127,2,8,1,1991.0,3,833,0,0,1,0,0,0,0,0,0
915,6,1958,2002,0.0,528,1184,1414,1414,1,6,1,1990.0,2,601,1,0,0,0,0,1,0,0,1
916,6,1994,1994,105.0,814,928,936,1721,2,7,0,1994.0,2,471,0,0,0,1,0,0,1,0,0
917,5,1900,2003,0.0,1084,1272,1272,2200,2,9,0,1978.5061638868744,0,0,0,1,0,0,0,1,1,0,0
918,6,2005,2006,0.0,28,1316,1316,1316,2,6,1,2005.0,2,397,0,0,0,1,0,0,0,1,0
919,6,1993,1994,0.0,165,1604,1617,1617,2,5,1,1993.0,2,533,0,0,0,0,0,0,0,0,0
920,6,1980,1980,157.0,625,1686,1686,1686,2,7,1,1980.0,2,612,0,1,0,0,0,1,0,0,1
921,5,1977,1977,0.0,767,1126,1126,1126,2,6,0,1977.0,2,540,0,1,0,0,1,0,1,0,0
922,8,2003,2004,340.0,0,1181,1234,2374,2,10,1,2003.0,3,656,0,0,0,0,1,0,0,1,0
923,7,1968,1968,342.0,552,832,1098,1978,2,9,1,1968.0,2,486,0,1,0,0,0,1,0,0,0
924,8,2001,2001,0.0,0,1753,1788,1788,2,7,1,2001.0,2,522,0,0,0,0,1,0,0,0,0
925,7,1997,1997,285.0,0,964,993,2236,2,8,1,1997.0,2,642,0,1,0,0,0,0,0,1,0
926,8,2007,2007,0.0,16,1466,1466,1466,2,7,0,2007.0,3,610,0,0,0,1,0,0,1,1,0
927,5,1965,1965,0.0,338,925,925,925,1,5,0,1965.0,1,429,0,1,0,0,0,1,1,0,1
928,9,2006,2006,302.0,0,1905,1905,1905,2,8,1,2006.0,3,788,1,0,1,0,1,0,0,1,0
929,7,2004,2004,210.0,20,1500,1500,1500,2,6,0,2004.0,2,570,0,0,0,1,0,0,1,0,0
930,4,1926,1953,108.0,0,600,747,747,1,5,0,1953.0,2,528,0,1,0,0,0,1,1,0,1
931,7,2003,2003,0.0,833,1176,1200,1200,2,5,0,2003.0,2,555,0,0,0,1,0,0,1,0,0
932,7,2005,2005,0.0,341,1113,1113,1971,2,8,1,2005.0,2,689,0,0,0,1,0,0,0,0,0
933,7,2006,2006,0.0,464,1391,1391,1962,2,7,0,2006.0,3,868,0,0,0,1,0,0,1,0,0
934,7,1940,1950,0.0,0,1032,1207,2403,2,10,2,1940.0,1,349,0,1,0,0,0,1,0,0,1
935,6,1976,1976,0.0,936,1728,1728,1728,2,8,0,1976.0,2,574,0,1,0,0,0,1,1,0,1
936,7,1999,1999,298.0,772,992,1022,2060,2,8,1,1999.0,2,390,0,0,0,0,0,0,0,0,0
937,4,1977,1977,0.0,1440,1440,1440,1440,2,8,0,1978.5061638868744,0,0,0,1,0,1,0,1,1,0,0
938,5,1967,1967,0.0,0,1632,1632,1632,2,8,0,1967.0,2,576,0,1,0,0,0,1,1,0,1
939,6,1958,1958,541.0,111,819,1344,1344,1,7,1,1958.0,2,525,0,1,0,1,0,0,0,0,0
940,5,1890,1996,0.0,1088,1088,1188,1869,1,7,0,1963.0,2,456,0,1,0,0,0,1,1,0,1
941,5,1959,1959,128.0,748,1144,1144,1144,1,6,1,1959.0,1,796,0,1,0,0,0,1,0,0,0
942,8,2002,2003,236.0,1300,1616,1629,1629,2,9,1,2002.0,3,808,0,0,0,1,0,0,0,1,0
943,7,2002,2002,144.0,0,936,936,1776,2,7,1,2002.0,2,474,0,0,0,0,0,0,0,0,0
944,6,1972,2006,0.0,982,1161,1381,1381,1,5,1,1972.0,2,676,0,1,0,0,0,0,0,0,0
945,5,1950,2002,0.0,398,864,864,864,1,5,0,1980.0,2,720,0,1,0,0,0,0,1,0,0
946,5,1965,1965,0.0,641,828,965,965,1,6,0,1979.0,1,300,0,1,0,0,0,1,1,0,1
947,5,1972,2003,0.0,660,768,768,768,1,5,0,1974.0,1,396,0,1,0,1,0,1,1,1,0
948,5,1969,1969,232.0,562,784,1168,1968,2,7,1,1969.0,2,530,0,1,0,0,0,1,0,0,0
949,6,1975,1975,250.0,945,945,980,980,2,4,0,1978.5061638868744,0,0,0,1,0,1,0,1,1,0,0
950,6,1946,1950,423.0,484,979,979,1958,2,8,0,1946.0,2,492,0,1,0,0,0,1,1,0,1
951,6,1980,1980,0.0,285,561,561,1229,1,5,1,1980.0,2,462,0,1,0,0,0,1,0,1,0
952,5,1962,1962,0.0,417,1057,1057,1057,1,6,0,1977.0,2,576,0,1,0,0,0,1,1,1,0
953,7,2003,2003,0.0,699,1337,1337,1337,2,6,0,2003.0,2,531,0,0,0,1,0,0,1,0,0
954,7,1999,1999,0.0,604,696,696,1416,2,6,0,1999.0,2,484,0,0,0,0,0,0,1,0,1
955,5,1958,2008,0.0,696,858,858,858,1,4,0,1978.5061638868744,0,0,0,1,0,0,0,1,1,0,0
